10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
110,0
120,0
130,0
140,0
150,0
160,0
170,0
180,0
190,0
200,0
210,0
220,0
230,0
240,0
250,0
260,0
270,0
280,0
290,5
300,14
310,18
320,34
330,77
340,218
350,197
360,377
370,737
380,960
390,1000
400,1000
410,1000
420,1000
430,1000
440,1001
450,1001
460,1008
470,1026
480,1055
490,1083
500,1193
